fecha,la_rioja_region,salario_nominal,salario_sa,salario_real_sa,ipc_nacional,indice_salario_real_sa,indice_salario_sa,indice_ipc,fecha_base
2021-07-01,2. NOA-Resto,68531.23152652784,74540.3201316768,14964.969820575077,498.0987,95.42253420237775,6.0438810428614955,6.333808982732817,2025-01-01
2021-07-01,3. La Rioja,67596.12752042935,71075.8608601845,14269.433118412977,498.0987,97.27147438186026,6.160989382034916,6.333808982732817,2025-01-01
2021-08-01,1. Resto país,98314.61959355614,106120.593839958,20791.88866957305,510.3942,96.75908527198493,6.279817719613323,6.490158213010252,2025-01-01
2021-08-01,2. NOA-Resto,70499.40660432508,76713.4154295999,15030.228680028085,510.3942,95.83865036050064,6.220080037610211,6.490158213010252,2025-01-01
2021-08-01,3. La Rioja,71300.5535551091,74387.0245621949,14574.425916712005,510.3942,99.35054079747799,6.448007283237619,6.490158213010252,2025-01-01
2021-09-01,1. Resto país,100715.41928300113,109471.332579237,20713.71720306291,528.4968,96.39529919588115,6.478101839097736,6.72035036266015,2025-01-01
2021-09-01,2. NOA-Resto,73238.88534634208,79553.1626270724,15052.723616694064,528.4968,95.98208692530001,6.450332526773179,6.72035036266015,2025-01-01
2021-09-01,3. La Rioja,73700.08788465968,77076.818500833,14584.159923169449,528.4968,99.41689530167595,6.681163683951641,6.72035036266015,2025-01-01
2021-10-01,1. Resto país,104912.1767386896,113094.517166485,20672.38353105907,547.0802,96.20294493900803,6.692508279441859,6.956656351512795,2025-01-01
2021-10-01,2. NOA-Resto,76538.11503400229,81602.3715103637,14915.979688236514,547.0802,95.1101538478094,6.616486558587224,6.956656351512795,2025-01-01
2021-10-01,3. La Rioja,78132.88666855541,80055.1439142605,14633.164189502835,547.0802,99.75094622000562,6.939330535908133,6.956656351512795,2025-01-01
